wb2,wm7,cm1,cm8,cm9a,cm9b,cm10,ma1,ma5,ind_id,women_WM,wmweight,ta1,ta2,ta3,ta4,ta5,ta6,ta7,ta8a,ta8b,ta8c,ta8d,ta8x,ta9,ta10,ta11,ta12a,ta12b,ta12d,ta12e,ta12x,ta13,ta14,ta15,ta16,ta17
39,1,1,1,0,1,4,1,NA,30400904,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,2,1,NA,30400909,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,2,2,NA,NA,0,1,NA,30400913,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
24,1,1,2,NA,NA,3,1,NA,30401004,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
49,1,1,2,NA,NA,5,1,NA,30401010,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,1,1,NA,30401011,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30401013,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30401017,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
42,1,1,2,NA,NA,1,3,1,30401101,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,4,1,NA,30401202,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,2,NA,NA,5,1,NA,30401302,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30401303,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,2,NA,NA,3,1,NA,30401402,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,2,1,NA,30401504,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
43,1,1,2,NA,NA,5,1,NA,30401602,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,1,2,NA,NA,2,1,NA,30401604,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,1,2,NA,NA,1,1,NA,30401607,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,2,2,NA,NA,0,3,1,30401703,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,2,2,NA,NA,0,3,3,30401704,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,30401802,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,1,1,0,4,1,NA,30401902,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
29,1,1,2,NA,NA,4,1,NA,30402002,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,2,2,NA,NA,0,3,3,30402003,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,1,1,1,9,1,NA,30402102,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,1,1,NA,30402103,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30402106,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
41,1,1,2,NA,NA,3,1,NA,30402201,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30402202,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
34,1,1,2,NA,NA,3,1,NA,30402304,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
29,1,1,2,NA,NA,2,1,NA,30402308,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,30402312,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,1,1,NA,30402402,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,2,NA,NA,2,1,NA,30402502,1,0.6365488721899148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,1,2,NA,NA,1,1,NA,30500103,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,30500205,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,1,1,0,3,1,NA,30500302,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,1,2,1,8,1,NA,30500402,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,1,2,NA,NA,1,1,NA,30500502,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30500605,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
34,1,1,2,NA,NA,3,1,NA,30500702,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,2,NA,NA,4,1,NA,30500802,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30500803,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
49,1,1,1,1,0,4,1,NA,30500902,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,2,NA,NA,2,1,NA,30501004,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,1,1,0,4,1,NA,30501103,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
49,1,1,2,NA,NA,4,1,NA,30501201,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,1,NA,30501205,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
47,1,1,1,2,1,9,1,NA,30501302,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,2,1,NA,30501303,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,1,2,NA,NA,2,1,NA,30501306,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,4,1,NA,30501502,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,2,NA,NA,4,1,NA,30501602,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30501603,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,1,0,1,5,1,NA,30501802,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,2,2,NA,NA,0,1,NA,30501904,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,1,1,0,4,1,NA,30502002,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30502006,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
25,1,2,2,NA,NA,0,1,NA,30502102,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,2,1,NA,30502301,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
43,1,1,2,NA,NA,3,3,1,30502401,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,30502402,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,5,1,NA,30502502,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,1,NA,30502503,1,1.2624335017618937,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
19,1,1,2,NA,NA,1,1,NA,30600104,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,2,NA,NA,2,3,1,30600201,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,3,1,NA,30600301,1,1.332605876363649,1,22,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,1,1,NA,30600303,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30600305,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,2,1,NA,30600401,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
39,1,1,2,NA,NA,1,1,NA,30600601,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
47,1,1,2,NA,NA,3,3,1,30600801,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,2,2,NA,NA,0,1,NA,30600802,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
44,1,1,2,NA,NA,5,1,NA,30600901,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,2,NA,NA,1,1,NA,30601004,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,1,1,NA,30601006,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
45,1,1,2,NA,NA,3,1,NA,30601102,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30601103,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,1,2,0,7,1,NA,30601201,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30601202,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,1,1,0,2,1,NA,30601303,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,1,1,NA,30601304,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,1,2,NA,NA,1,1,NA,30601305,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30601306,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,2,NA,NA,2,1,NA,30601401,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30601501,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
17,1,2,2,NA,NA,0,3,3,30601502,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,1,NA,30601704,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,3,3,30601805,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,1,2,NA,NA,1,1,NA,30601806,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
34,1,2,2,NA,NA,0,1,NA,30601903,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,1,2,NA,NA,1,1,NA,30602002,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,4,1,NA,30602101,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,1,1,1,3,1,NA,30602201,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,0,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30602303,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,30602304,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,3,1,NA,30602401,1,1.332605876363649,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,2,1,NA,30700102,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,2,NA,NA,NA
24,1,2,2,NA,NA,0,3,3,30700203,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,1,2,0,4,1,NA,30700302,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,2,NA,NA,2,1,NA,30700403,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,3,3,30700404,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,2,2,NA,NA,0,1,NA,30700501,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,2,NA,NA,1,1,NA,30700602,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,0,NA,NA
16,1,2,2,NA,NA,0,3,3,30700605,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,4,3,1,30700702,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30700704,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,2,NA,NA,5,1,NA,30700801,1,1.2880445792445183,1,14,1,2,30,2,NA,,,,,,NA,1,1,A,,,,,30,2,NA,NA,NA
23,1,1,2,NA,NA,1,1,NA,30700902,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
43,1,1,2,NA,NA,2,3,1,30701001,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,2,NA,NA,2,1,NA,30701003,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,4,1,NA,30701102,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
44,1,1,2,NA,NA,3,3,1,30701201,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,2,2,NA,NA,0,3,3,30701202,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30701203,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
30,1,1,2,NA,NA,3,1,NA,30701301,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,4,1,NA,30701402,1,1.2880445792445183,1,15,1,6,30,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,30701404,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30701405,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,3,1,NA,30701502,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,2,NA,NA,2,1,NA,30701601,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,25,0,NA
37,1,1,2,NA,NA,1,1,NA,30701703,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,30701801,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,2,NA,NA,2,1,NA,30701902,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
29,1,1,2,NA,NA,1,1,NA,30702101,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,2,1,NA,30702201,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,2,1,NA,30702301,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,1,2,NA,NA,1,1,NA,30702502,1,1.2880445792445183,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,3,3,30800103,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30800105,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,1,2,NA,NA,2,1,NA,30800304,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,2,NA,NA,1,1,NA,30800403,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,1,2,NA,NA,1,1,NA,30800504,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
19,1,2,2,NA,NA,0,3,3,30800507,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
29,1,1,2,NA,NA,3,1,NA,30800602,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,1,2,NA,NA,2,1,NA,30800704,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,2,NA,NA,5,1,NA,30800802,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,30800803,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,2,NA,NA,3,1,NA,30800902,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,3,1,NA,30801002,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
19,1,2,2,NA,NA,0,1,NA,30801103,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,2,NA,NA,1,1,NA,30801202,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
41,1,1,1,0,1,5,1,NA,30801402,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,1,18,10,2
16,1,2,2,NA,NA,0,3,3,30801403,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,3,1,NA,30801501,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
45,1,1,2,NA,NA,3,1,NA,30801602,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,1,0,1,4,1,NA,30801702,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,2,NA,NA,NA
29,1,1,2,NA,NA,3,1,NA,30801803,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
41,1,1,1,1,0,6,1,NA,30801902,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30802003,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,30802006,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
46,1,1,1,1,1,3,1,NA,30802102,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,2,NA,NA,3,1,NA,30802202,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,1,2,NA,NA,1,1,NA,30802205,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
17,1,2,2,NA,NA,0,3,3,30802303,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,1,1,0,7,1,NA,30802402,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
24,1,2,2,NA,NA,0,1,NA,30802503,1,1.1728536006128945,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,2,1,NA,30900103,1,0.987679151117673,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,1,1,0,4,1,NA,30900202,1,0.987679151117673,1,26,2,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,1,26,10,19
19,1,2,2,NA,NA,0,1,NA,30900303,1,0.987679151117673,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,30900404,1,0.987679151117673,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
