wb2,wm7,cm1,cm8,cm9a,cm9b,cm10,ma1,ma5,ind_id,women_WM,wmweight,ta1,ta2,ta3,ta4,ta5,ta6,ta7,ta8a,ta8b,ta8c,ta8d,ta8x,ta9,ta10,ta11,ta12a,ta12b,ta12d,ta12e,ta12x,ta13,ta14,ta15,ta16,ta17
27,1,2,2,NA,NA,0,1,NA,7800501,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,3,1,NA,7800801,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,2,1,1,0,1,1,NA,7800903,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,1,0,2,6,1,NA,7801102,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,7801103,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,2,1,NA,7801202,1,1.893875375797212,1,14,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,7801203,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
40,1,1,2,NA,NA,3,1,NA,7801205,1,1.893875375797212,1,99,9,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,1,1,0,3,1,NA,7801302,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,4,1,NA,7801401,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,2,NA,NA,2,3,1,7801501,1,1.893875375797212,1,20,2,NA,NA,2,NA,,,,,,NA,1,2,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,3,1,NA,7801601,1,1.893875375797212,1,10,1,6,30,1,2,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
47,1,1,2,NA,NA,3,3,1,7801701,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
17,1,2,2,NA,NA,0,3,3,7801702,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,1,0,1,6,1,NA,7801802,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,1,2,NA,NA,2,3,1,7802001,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,6,1,NA,7802202,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
26,1,1,2,NA,NA,2,1,NA,7802301,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
19,1,1,2,NA,NA,3,1,NA,7802402,1,1.893875375797212,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,2,NA,NA,3,1,NA,7900102,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,7900103,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
45,1,1,1,1,0,5,1,NA,7900202,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,7900204,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
45,1,1,2,NA,NA,2,1,NA,7900302,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,4,1,NA,7900402,1,2.1410732473084293,1,15,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,2,1,NA,7900502,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
39,1,1,2,NA,NA,2,1,NA,7900601,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,A,,,,,30,2,NA,NA,NA
19,1,2,2,NA,NA,0,3,3,7900602,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,3,1,NA,7900902,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,5,1,NA,7901002,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
24,1,2,2,NA,NA,0,3,3,7901003,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,7901004,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,1,1,NA,7901101,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,2,1,NA,7901201,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,2,NA,NA,3,1,NA,7901302,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,2,2,NA,NA,0,3,3,7901303,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,7901403,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
29,1,1,2,NA,NA,2,1,NA,7901501,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
34,1,1,1,0,2,3,1,NA,7901602,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,1,1,NA,7901701,1,2.1410732473084293,1,25,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,20,10,1
45,1,1,2,NA,NA,2,1,NA,7901802,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
22,1,1,2,NA,NA,1,1,NA,7902102,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,2,1,NA,7902201,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,2,1,NA,7902302,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,2,1,NA,7902401,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,17,0,NA
45,1,1,2,NA,NA,4,1,NA,7902502,1,2.1410732473084293,1,11,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,7902505,1,2.1410732473084293,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,4,1,NA,8000102,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8000202,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
42,1,1,1,1,1,6,1,NA,8000302,1,2.0488128814393782,9,NA,NA,NA,NA,9,NA,,,,,,NA,9,NA,,,,,,NA,9,NA,NA,NA
19,1,1,2,NA,NA,1,1,NA,8000306,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,1,1,0,3,1,NA,8000402,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8000502,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
37,1,1,2,NA,NA,3,1,NA,8000602,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,2,NA,NA,3,1,NA,8000702,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
24,1,1,2,NA,NA,1,1,NA,8000704,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,3,1,NA,8000802,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,1,1,NA,8000904,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,NA,8000907,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,NA,8000911,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
21,1,2,1,1,1,2,1,NA,8001002,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,1,0,1,3,1,NA,8001102,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8001104,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
40,1,1,2,NA,NA,3,1,NA,8001202,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,8001203,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
45,1,1,2,NA,NA,3,3,1,8001401,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,1,0,2,4,1,NA,8001402,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,3,1,NA,8001406,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,3,1,NA,8001502,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,2,NA,NA,3,1,NA,8001601,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,1,1,0,5,1,NA,8001702,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,1,0,1,7,1,NA,8001802,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
24,1,1,2,NA,NA,2,1,NA,8001803,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
17,1,2,2,NA,NA,0,3,3,8001804,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,2,NA,NA,5,1,NA,8001902,1,2.0488128814393782,1,25,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,3,3,8001905,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,2,NA,NA,4,1,NA,8002002,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
47,1,1,1,1,1,5,1,NA,8002102,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,3,1,NA,8002104,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,8002108,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
41,1,1,1,1,0,5,1,NA,8002302,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
42,1,1,2,NA,NA,4,1,NA,8002402,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8002405,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,8002406,1,2.0488128814393782,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,96,NA,NA,NA,NA,NA,NA,NA,8002502,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8100104,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,8100107,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,2,NA,NA,5,1,NA,8100204,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,8100205,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,2,1,NA,8100302,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
43,1,1,2,NA,NA,4,1,NA,8100402,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,1,0,1,4,1,NA,8100502,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,3,1,NA,8100604,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,1,2,NA,NA,1,1,NA,8100609,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
19,1,2,2,NA,NA,0,3,3,8100611,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
15,1,2,2,NA,NA,0,3,3,8100612,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,1,0,2,5,1,NA,8100803,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
37,1,1,1,0,1,5,1,NA,8100902,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,8100903,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
23,1,1,2,NA,NA,3,1,NA,8101002,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,2,NA,NA,5,1,NA,8101102,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
16,1,2,2,NA,NA,0,3,3,8101103,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
40,1,1,2,NA,NA,3,1,NA,8101202,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,5,NA,NA,NA,NA,NA,NA,NA,8101203,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
25,1,1,2,NA,NA,2,1,NA,8101302,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,2,1,NA,8101502,1,1.9721084554310953,2,NA,NA,NA,NA,1,2,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
25,1,1,2,NA,NA,4,1,NA,8101604,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8101703,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
41,1,1,2,NA,NA,4,1,NA,8101802,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,5,1,NA,8101902,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,1,2,NA,NA,2,1,NA,8102002,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,2,NA,NA,2,1,NA,8102102,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,2,1,NA,8102202,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,1,2,NA,NA,1,1,NA,8102302,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
27,1,1,2,NA,NA,3,1,NA,8102404,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,1,2,NA,NA,2,1,NA,8102502,1,1.9721084554310953,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,2,NA,NA,2,1,NA,8200103,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,26,0,NA
28,1,1,2,NA,NA,2,1,NA,8200201,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
44,1,1,2,NA,NA,3,1,NA,8200301,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
48,1,1,2,NA,NA,4,1,NA,8200502,1,1.8653853428526148,1,15,1,6,30,2,NA,,,,,,NA,1,1,,,,E,,30,1,23,0,NA
27,1,1,2,NA,NA,1,1,NA,8200503,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,2,2,NA,NA,0,3,3,8200505,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
46,1,1,1,0,1,6,1,NA,8200602,1,1.8653853428526148,1,35,2,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,1,10,10,10
21,1,2,2,NA,NA,0,3,3,8200604,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,15,10,1
42,1,1,1,0,1,2,1,NA,8200701,1,1.8653853428526148,1,10,2,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
32,1,1,2,NA,NA,2,1,NA,8200801,1,1.8653853428526148,1,16,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,20,30,1
46,1,1,2,NA,NA,1,1,NA,8201002,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,2,2,NA,NA,NA
47,1,1,2,NA,NA,3,1,NA,8201102,1,1.8653853428526148,1,7,2,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
26,1,2,2,NA,NA,0,1,NA,8201104,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,2,NA,NA,1,1,NA,8201302,1,1.8653853428526148,1,10,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,7,0,NA
29,1,1,1,0,1,2,1,NA,8201402,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
35,1,1,2,NA,NA,3,1,NA,8201603,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
21,1,2,2,NA,NA,0,1,NA,8201703,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
30,1,2,2,NA,NA,0,3,3,8201704,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,2,NA,NA,2,1,NA,8201801,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,20,2,1
27,1,2,2,NA,NA,0,1,NA,8201806,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,18,0,NA
22,1,1,2,NA,NA,1,1,NA,8201902,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,20,0,NA
46,1,1,2,NA,NA,2,1,NA,8201904,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,45,0,NA
22,1,2,2,NA,NA,0,3,3,8201906,1,1.8653853428526148,2,NA,NA,NA,NA,1,2,,,,,,NA,2,NA,,,,,,NA,1,21,0,NA
40,1,1,2,NA,NA,2,1,NA,8202002,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,,,D,,,10,2,NA,NA,NA
19,1,2,2,NA,NA,0,3,3,8202003,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
32,1,1,1,1,0,3,1,NA,8202104,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
26,1,2,2,NA,NA,0,1,NA,8202204,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
34,1,1,2,NA,NA,2,1,NA,8202301,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,2,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,1,1,NA,8202401,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,24,0,NA
30,1,2,2,NA,NA,0,3,3,8202501,1,1.8653853428526148,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
20,1,2,2,NA,NA,0,1,NA,8300103,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
18,1,1,1,1,0,1,3,1,8300104,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
31,1,1,2,NA,NA,3,1,NA,8300202,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
28,1,1,2,NA,NA,2,1,NA,8300302,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,1,1,,,,E,,30,2,NA,NA,NA
25,1,1,2,NA,NA,3,1,NA,8300502,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
34,1,1,2,NA,NA,1,1,NA,8300601,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
43,1,1,2,NA,NA,3,1,NA,8300701,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
38,1,1,2,NA,NA,3,1,NA,8300801,1,2.050879779680427,1,10,2,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8300904,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,NA,8300908,1,0,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,,,,,,NA,NA,NA,NA,NA
27,1,1,2,NA,NA,3,1,NA,8300912,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
36,1,1,2,NA,NA,1,1,NA,8301003,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
33,1,1,2,NA,NA,1,1,NA,8301102,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,1,32,0,NA
29,1,1,2,NA,NA,2,1,NA,8301203,1,2.050879779680427,2,NA,NA,NA,NA,2,NA,,,,,,NA,2,NA,,,,,,NA,2,NA,NA,NA
